Frequency [kHz],Power [dbm]
860640,-133.0015016340966
860644,-138.57427460153502
860648,-136.3293014915636
860652,-144.68747091422998
860656,-138.81994328569422
860660,-140.20708033601528
860664,-134.69561995871658
860668,-135.68710981034616
860672,-142.06184141590967
860676,-143.30144274048894
860680,-138.69208900339646
860684,-138.57521718574588
860688,-139.68251750188668
860692,-144.031261162278
860696,-136.4729019678833
860700,-138.55725166238398
860704,-139.48946474118782
860708,-133.55718309685392
860712,-133.95439544511316
860716,-145.714485442449
860720,-140.94337144024212
860724,-132.9190050470878
860728,-143.14350178524748
860732,-131.57566002809472
860736,-133.90549326588302
860740,-131.8093347903262
860744,-132.2610550904941
860748,-138.50985420840215
860752,-136.49147166799304
860756,-133.17737454398727
860760,-134.72588505493272
860764,-134.0460247416535
860768,-130.39239638041695
860772,-143.68217525161603
860776,-141.11894024598928
860780,-138.81199228770856
860784,-131.64644111011586
860788,-140.29128962160001
860792,-133.38691831696468
860796,-141.06908303373442
860800,-132.0615358857365
860804,-136.94405662467608
860808,-140.17049447310785
860812,-141.87825807872662
860816,-144.16151531896008
860820,-139.13617885209877
860824,-131.12810059986083
860828,-138.5859306156047
860832,-137.49198651783612
860836,-134.90139180208757
860840,-136.92555051331647
860844,-135.8083260104557
860848,-137.00388851497877
860852,-145.76537054249653
860856,-140.78226205837876
860860,-149.3847925661788
860864,-137.511660365532
860868,-141.97637788091117
860872,-145.2126980004142
860876,-137.28092195446348
860880,-142.49027055674082
860884,-136.1313361465588
860888,-135.94831769802147
860892,-143.90245452343615
860896,-138.47535318159163
860900,-140.27893219694812
860904,-140.22139195523252
860908,-140.99930034281988
860912,-147.8081655224411
860916,-142.27522595077613
860920,-139.90903582610622
860924,-136.01725901378074
860928,-140.78894889952346
860932,-131.71095426979977
860936,-139.58065299308868
860940,-136.87427496218876
860944,-137.97956941323983
860948,-142.79620353693105
860952,-147.81421307404298
860956,-135.5337728208033
860960,-147.09766989718068
860964,-135.67515632494013
860968,-134.7011284880696
860972,-133.11239013382857
860976,-151.23021553808502
860980,-131.71398485518068
860984,-135.29277934333732
860988,-146.1323617178167
860992,-135.73981623001777
860996,-136.15397701596595
861000,-134.03894443394773
861004,-144.26099900980861
861008,-131.32472380941215
861012,-137.70328483451124
861016,-134.15197136075977
861020,-138.39202053089502
861024,-131.747774673447
861028,-138.40724785149663
861032,-133.07332462536203
861036,-137.77315049339234
861040,-140.59571719997973
861044,-132.77295636716946
861048,-139.43904197314575
861052,-133.6289625871627
861056,-143.23727756531213
861060,-143.7178497049738
861064,-138.33029304619367
861068,-135.14338231004888
861072,-141.23532201535525
861076,-134.5328271760834
861080,-134.8201491590734
861084,-141.31606480620962
861088,-144.73270741697306
861092,-134.4854002543842
861096,-140.24053735503276
861100,-128.9676915622162
861104,-144.38889388505282
861108,-145.2783827245322
861112,-147.9777462580959
861116,-138.74391141914765
861120,-147.85166966212148
861124,-142.78242955699835
861128,-136.93394238761257
861132,-136.74397067932563
861136,-139.10098922415642
861140,-140.03131645788167
861144,-135.19856847144467
861148,-133.45798622766
861152,-133.66242294419413
861156,-133.31918047507276
861160,-139.34486069711238
861164,-135.9825631752636
861168,-134.58194930365883
861172,-132.911675675548
861176,-142.28793909237783
861180,-142.6601890518684
861184,-135.7854262362589
861188,-140.2771952361205
861192,-138.00203614375488
861196,-135.66079124382955
861200,-135.07151498113123
861204,-133.44483102174235
861208,-138.90468256788935
861212,-137.09512257092499
861216,-148.64935097389827
861220,-139.0203349110241
861224,-134.33097555173566
861228,-135.93621729227374
861232,-129.75618803750206
861236,-135.6897797786575
861240,-147.80954515034722
861244,-140.53707203990558
861248,-136.88016882938197
861252,-135.1816725478119
861256,-138.89567481933065
861260,-142.2360320941179
861264,-131.5045282512176
861268,-137.35546891527318
861272,-132.0312688093993
861276,-147.07275331984843
861280,-135.24492794359023
861284,-131.92285109225358
861288,-150.33069417825388
861292,-134.6017470107206
861296,-139.34647004528634
861300,-148.51821872136088
861304,-134.7747732886799
861308,-137.60308346155114
861312,-132.73970718005503
861316,-138.92207551497344
861320,-139.04742727406034
861324,-135.83224484940138
861328,-138.70875909599292
861332,-139.3924259865444
861336,-129.90316893997016
861340,-132.5138842379294
861344,-142.7007262527067
861348,-144.3921653510031
861352,-131.6767382784392
861356,-133.58352526155295
861360,-140.57726620672506
861364,-143.79426213574126
861368,-142.65235892363935
861372,-135.4831141237757
861376,-129.11511840327483
861380,-141.92470091770514
861384,-136.95514518478274
861388,-135.8654030642487
861392,-137.10288560190503
861396,-137.56403352628905
861400,-134.89029498164268
861404,-136.58108422093756
861408,-141.31987718890966
861412,-135.27322440698248
861416,-133.2998448545693
861420,-139.75900999203
861424,-136.20337106709925
861428,-136.63024449078978
861432,-141.2261339492967
861436,-140.60281915050206
861440,-137.91888166805853
861444,-132.5516357632448
861448,-132.62569949825502
861452,-131.45674248581568
861456,-135.05849348187814
861460,-138.7038745190494
861464,-137.95925231889657
861468,-144.35465800470575
861472,-132.77736669070038
861476,-136.75426446272667
861480,-138.0510393154255
861484,-144.62391660770152
861488,-134.77289228216534
861492,-134.5812724119832
861496,-141.82710235076374
861500,-149.1254284455105
861504,-138.7830927061567
861508,-138.6250858377247
861512,-139.01075123214406
861516,-138.81503055427524
861520,-134.8343875062722
861524,-136.56585555757079
861528,-137.77342974698155
861532,-145.16798492089538
861536,-133.4469418340542
861540,-137.53038109904182
861544,-133.98098465751806
861548,-135.1518042158536
861552,-146.3000930448464
861556,-132.61191481601867
861560,-133.24477701211285
861564,-137.39948954323376
861568,-139.62011491586554
861572,-139.69968333692555
861576,-141.4062871738829
861580,-131.89802619311675
861584,-140.63923884417216
861588,-145.48381915691562
861592,-132.90349006238426
861596,-143.02705884114775
861600,-147.2249037168094
861604,-134.65684706269508
861608,-131.3145236665469
861612,-138.57070988293708
861616,-135.87124315450427
861620,-140.22611322836337
861624,-142.31569105805605
861628,-130.25386758488227
861632,-142.65117582115437
861636,-131.0848526885247
861640,-145.71559595947537
861644,-137.3492197501003
861648,-137.2918693558254
861652,-144.0855346947796
861656,-141.47742578164076
861660,-133.8081867493448
861664,-138.6291771488814
861668,-135.52257576631138
861672,-140.272234196733
861676,-142.41640735746972
861680,-136.62208580057876
861684,-137.52829098033814
861688,-141.29217914563196
861692,-140.68919045943943
861696,-140.10453699326303
861700,-137.5731463564128
861704,-136.8973543257956
861708,-137.23654980710944
861712,-154.79752913883908
861716,-150.2697982590055
861720,-137.73077912477368
861724,-141.71024702258975
861728,-140.34071987774783
861732,-135.6971436889707
861736,-143.7358164343257
861740,-134.5174476392159
861744,-137.5380704669434
861748,-133.36893040584607
861752,-147.28329511042045
861756,-151.12143356119637
861760,-137.98572497831645
861764,-135.60636153389027
861768,-148.57866115881075
861772,-134.84011748981547
861776,-139.55839361656723
861780,-136.9215146753387
861784,-139.0120441394132
861788,-144.26780744250362
861792,-141.66443255877925
861796,-143.9635292165498
861800,-135.8327758822577
861804,-134.37858360004668
861808,-136.65266642694309
861812,-140.88109114259203
861816,-135.7127224931103
861820,-139.3466674123997
861824,-142.97469789461672
861828,-140.9687018543696
861832,-141.77771603102332
861836,-139.1693014752611
861840,-142.6844804771117
861844,-138.49053264609734
861848,-141.96497100296693
861852,-141.14309163845073
861856,-136.5297043129133
861860,-134.8717555074684
861864,-145.13392501663097
861868,-136.89360913352127
861872,-139.56242115427418
861876,-145.70848025195593
861880,-151.9021299408952
861884,-144.107586188116
861888,-140.08632135988114
861892,-141.78982630965197
861896,-141.56261189760613
861900,-140.88665389857601
861904,-136.53002159639064
861908,-145.5102998633086
861912,-136.9226914989362
861916,-135.33553039621108
861920,-140.0759680416941
861924,-134.651026631507
861928,-139.4294238803584
861932,-140.49856430991503
861936,-147.11586794696518
861940,-140.79919740883525
861944,-140.93910950146136
861948,-141.27082428247112
861952,-138.98273830113175
861956,-135.17414909210783
861960,-135.06250550722913
861964,-140.15927455264722
861968,-137.09747262870195
861972,-147.30468917037803
861976,-138.24695937513167
861980,-135.7851133011893
861984,-131.04102058375005
861988,-135.59645373182
861992,-132.2842058835672
861996,-141.88712325878188
862000,-138.3551153436901
